Symbol,Company,Market,Sector,Priority,Enabled
BXDC,Blackstone Digital Infrastructure Trust Inc. Common Stock,NYSE,Unknown,Normal,Yes
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
BXP,"BXP, Inc. Common Stock",NYSE,Unknown,Normal,Yes
BY,"Byline Bancorp, Inc. Common Stock",NYSE,Unknown,Normal,Yes
BYD,Boyd Gaming Corporation Common Stock,NYSE,Unknown,Normal,Yes
BZH,"Beazer Homes USA, Inc. Common Stock",NYSE,Unknown,Normal,Yes
C,"Citigroup, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CAAP,Corporacion America Airports SA Common Shares,NYSE,Unknown,Normal,Yes
CABO,"Cable One, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CACI,"CACI International, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CAE,CAE Inc. Ordinary Shares,NYSE,Unknown,Normal,Yes
CAG,"ConAgra Brands, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CAH,"Cardinal Health, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CAL,"Caleres, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CALX,"Calix, Inc Common Stock",NYSE,Unknown,Normal,Yes
CALY,Callaway Golf Company Common Stock,NYSE,Unknown,Normal,Yes
CANG,Cango Inc. Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
CARR,Carrier Global Corporation Common Stock,NYSE,Unknown,Normal,Yes
CARS,Cars.com Inc. Common Stock,NYSE,Unknown,Normal,Yes
CAT,"Caterpillar, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CATO,Cato Corporation (The) Class A Common Stock,NYSE,Unknown,Normal,Yes
CAVA,"CAVA Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CB,Chubb Limited  Common Stock,NYSE,Unknown,Normal,Yes
CBAN,"Colony Bankcorp, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CBL,"CBL & Associates Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CBRE,CBRE Group Inc Common Stock Class A,NYSE,Unknown,Normal,Yes
CBT,Cabot Corporation Common Stock,NYSE,Unknown,Normal,Yes
CBZ,"CBIZ, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CC,Chemours Company (The) Common Stock,NYSE,Unknown,Normal,Yes
CCI,Crown Castle Inc. Common Stock,NYSE,Unknown,Normal,Yes
CCJ,Cameco Corporation Common Stock,NYSE,Unknown,Normal,Yes
CCK,"Crown Holdings, Inc.",NYSE,Unknown,Normal,Yes
CCL,Carnival Corporation Ltd. Common Shares,NYSE,Unknown,Normal,Yes
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),NYSE,Unknown,Normal,Yes
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",NYSE,Unknown,Normal,Yes
CCZ,Comcast Holdings ZONES,NYSE,Unknown,Normal,Yes
CDE,"Coeur Mining, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),NYSE,Unknown,Normal,Yes
CDP,COPT Defense Properties Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
CDRE,"Cadre Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CE,Celanese Corporation Common Stock,NYSE,Unknown,Normal,Yes
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),NYSE,Unknown,Normal,Yes
CF,"CF Industries Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CFG,"Citizens Financial Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CFR,"Cullen/Frost Bankers, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CGAU,Centerra Gold Inc. Common Shares,NYSE,Unknown,Normal,Yes
CHD,"Church & Dwight Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CHE,Chemed Corp,NYSE,Unknown,Normal,Yes
CHGG,"Chegg, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CHH,"Choice Hotels International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
CHPT,"ChargePoint Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CHT,"Chunghwa Telecom Co., Ltd.",NYSE,Unknown,Normal,Yes
CHWY,"Chewy, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CI,The Cigna Group Common Stock,NYSE,Unknown,Normal,Yes
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",NYSE,Unknown,Normal,Yes
CIEN,Ciena Corporation Common Stock,NYSE,Unknown,Normal,Yes
CIG,Comp En De Mn Cemig ADS American Depositary Shares,NYSE,Unknown,Normal,Yes
CIG-C,Comp En De Mn Cemig ADS American Depositary Receipts,NYSE,Unknown,Normal,Yes
CIM,Chimera Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
CINT,CI&T Inc Class A Common Shares,NYSE,Unknown,Normal,Yes
CION,CION Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
CL,Colgate-Palmolive Company Common Stock,NYSE,Unknown,Normal,Yes
CLB,Core Laboratories Inc. Common Stock,NYSE,Unknown,Normal,Yes
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
CLF,Cleveland-Cliffs Inc. Common Stock,NYSE,Unknown,Normal,Yes
CLH,"Clean Harbors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CLPR,Clipper Realty Inc. Common Stock,NYSE,Unknown,Normal,Yes
CLS,"Celestica, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CLVT,Clarivate Plc Ordinary Shares,NYSE,Unknown,Normal,Yes
CLW,Clearwater Paper Corporation Common Stock,NYSE,Unknown,Normal,Yes
CLX,Clorox Company (The) Common Stock,NYSE,Unknown,Normal,Yes
CM,Canadian Imperial Bank of Commerce Common Stock,NYSE,Unknown,Normal,Yes
CMBT,CMB.TECH NV Ordinary Shares,NYSE,Unknown,Normal,Yes
CMC,Commercial Metals Company Common Stock,NYSE,Unknown,Normal,Yes
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares",NYSE,Unknown,Normal,Yes
CMDB,Costamare Bulkers Holdings Limited Common Stock,NYSE,Unknown,Normal,Yes
CMG,"Chipotle Mexican Grill, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CMI,Cummins Inc. Common Stock,NYSE,Unknown,Normal,Yes
CMP,Compass Minerals Intl Inc Common Stock,NYSE,Unknown,Normal,Yes
CMRE,Costamare Inc. Common Stock $0.0001 par value,NYSE,Unknown,Normal,Yes
CMS,CMS Energy Corporation Common Stock,NYSE,Unknown,Normal,Yes
CMTG,"Claros Mortgage Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CNA,CNA Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
CNC,Centene Corporation Common Stock,NYSE,Unknown,Normal,Yes
CNF,"CNFinance Holdings Limited American Depositary Shares, each representing two hundred (200) Ordinary Shares",NYSE,Unknown,Normal,Yes
CNH,CNH Industrial N.V. Common Shares,NYSE,Unknown,Normal,Yes
CNI,Canadian National Railway Company Common Stock,NYSE,Unknown,Normal,Yes
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CNM,"Core & Main, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CNMD,CONMED Corporation Common Stock,NYSE,Unknown,Normal,Yes
CNNE,"Cannae Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CNO,"CNO Financial Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",NYSE,Unknown,Normal,Yes
CNQ,Canadian Natural Resources Limited Common Stock,NYSE,Unknown,Normal,Yes
CNR,"Core Natural Resources, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CNS,Cohen & Steers Inc Common Stock,NYSE,Unknown,Normal,Yes
CNX,CNX Resources Corporation Common Stock,NYSE,Unknown,Normal,Yes
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
COF,Capital One Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
COHR,Coherent Corp. Common Stock,NYSE,Unknown,Normal,Yes
COLD,"Americold Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
COMP,"Compass, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CON,"Concentra Group Holdings Parent, Inc. Common Stock",NYSE,Unknown,Normal,Yes
COOK,"Traeger, Inc. Common Stock",NYSE,Unknown,Normal,Yes
COP,ConocoPhillips Common Stock,NYSE,Unknown,Normal,Yes
COR,"Cencora, Inc. Common Stock",NYSE,Unknown,Normal,Yes
COSO,"CoastalSouth Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
COTY,Coty Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
COUR,"Coursera, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CP,Canadian Pacific Kansas City Limited Common Shares,NYSE,Unknown,Normal,Yes
CPA,"Copa Holdings, S.A. Class A Common Stock",NYSE,Unknown,Normal,Yes
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),NYSE,Unknown,Normal,Yes
CPAY,"Corpay, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CPF,Central Pacific Financial Corp New,NYSE,Unknown,Normal,Yes
CPK,Chesapeake Utilities Corporation Common Stock,NYSE,Unknown,Normal,Yes
CPNG,"Coupang, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CPRI,Capri Holdings Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
CPS,Cooper-Standard Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
CPT,Camden Property Trust Common Stock,NYSE,Unknown,Normal,Yes
CR,Crane Company Common Stock,NYSE,Unknown,Normal,Yes
CRBG,Corebridge Financial Inc. Common Stock,NYSE,Unknown,Normal,Yes
CRC,California Resources Corporation Common Stock,NYSE,Unknown,Normal,Yes
CRCL,"Circle Internet Group, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CRD-A,Crawford & Company Common Stock,NYSE,Unknown,Normal,Yes
CRD-B,Crawford & Company Common Stock,NYSE,Unknown,Normal,Yes
CRGY,Crescent Energy Company Class A Common Stock,NYSE,Unknown,Normal,Yes
CRH,CRH PLC Ordinary Shares,NYSE,Unknown,Normal,Yes
CRI,"Carter's, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CRK,"Comstock Resources, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CRL,"Charles River Laboratories International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CRM,"Salesforce, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CRS,Carpenter Technology Corporation Common Stock,NYSE,Unknown,Normal,Yes
CRT,Cross Timbers Royalty Trust Common Stock,NYSE,Unknown,Normal,Yes
CSAN,Cosan S.A. ADS,NYSE,Unknown,Normal,Yes
CSL,Carlisle Companies Incorporated Common Stock,NYSE,Unknown,Normal,Yes
CSR,D/B/A Centerspace Common Stock,NYSE,Unknown,Normal,Yes
CSTM,Constellium SE Ordinary Shares (France),NYSE,Unknown,Normal,Yes
CSV,"Carriage Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CSW,"CSW Industrials, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CTEV,Claritev Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
CTO,"CTO Realty Growth, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CTOS,"Custom Truck One Source, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CTRE,"CareTrust REIT, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CTRI,"Centuri Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CTS,CTS Corporation Common Stock,NYSE,Unknown,Normal,Yes
CTVA,"Corteva, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CUBE,CubeSmart Common Shares,NYSE,Unknown,Normal,Yes
CUBI,"Customers Bancorp, Inc Common Stock",NYSE,Unknown,Normal,Yes
CURB,Curbline Properties Corp. Common Stock,NYSE,Unknown,Normal,Yes
CURV,Torrid Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
CUZ,Cousins Properties Incorporated Common Stock,NYSE,Unknown,Normal,Yes
CVE,Cenovus Energy Inc Common Stock,NYSE,Unknown,Normal,Yes
CVEO,Civeo Corporation (Canada) Common Shares,NYSE,Unknown,Normal,Yes
CVI,CVR Energy Inc. Common Stock,NYSE,Unknown,Normal,Yes
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CVNA,Carvana Co. Class A Common Stock,NYSE,Unknown,Normal,Yes
CVS,CVS Health Corporation Common Stock,NYSE,Unknown,Normal,Yes
CVSA,Covista Inc. Common Shares,NYSE,Unknown,Normal,Yes
CVX,Chevron Corporation Common Stock,NYSE,Unknown,Normal,Yes
CWEN,"Clearway Energy, Inc. Class C Common Stock",NYSE,Unknown,Normal,Yes
CWH,"Camping World Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CWK,Cushman & Wakefield Ltd. Common Shares,NYSE,Unknown,Normal,Yes
CWT,California Water Service Group Common Stock,NYSE,Unknown,Normal,Yes
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",NYSE,Unknown,Normal,Yes
CXM,"Sprinklr, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
CXT,"Crane NXT, Co. Common Stock",NYSE,Unknown,Normal,Yes
CXW,"CoreCivic, Inc. Common Stock",NYSE,Unknown,Normal,Yes
CYD,China Yuchai International Limited Common Stock,NYSE,Unknown,Normal,Yes
D,"Dominion Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DAC,Danaos Corporation Common Stock,NYSE,Unknown,Normal,Yes
DAL,"Delta Air Lines, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DAN,Dana Incorporated Common Stock,NYSE,Unknown,Normal,Yes
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",NYSE,Unknown,Normal,Yes
DAR,Darling Ingredients Inc. Common Stock,NYSE,Unknown,Normal,Yes
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),NYSE,Unknown,Normal,Yes
DB,Deutsche Bank AG Common Stock,NYSE,Unknown,Normal,Yes
DBD,Diebold Nixdorf Incorporated Common stock,NYSE,Unknown,Normal,Yes
DBI,Designer Brands Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
DBRG,"DigitalBridge Group, Inc.",NYSE,Unknown,Normal,Yes
DCBG,"Dime Commercial Bancshares, Inc. 9.000% Junior Subordinated Notes",NYSE,Unknown,Normal,Yes
DCH,Dauch Corporation Common Stock,NYSE,Unknown,Normal,Yes
DCI,"Donaldson Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DCO,Ducommun Incorporated Common Stock,NYSE,Unknown,Normal,Yes
DCOM,"Dime Commercial Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DD,"DuPont de Nemours, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DDD,3D Systems Corporation Common Stock,NYSE,Unknown,Normal,Yes
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),NYSE,Unknown,Normal,Yes
DDS,"Dillard's, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DDT,Dillard's Capital Trust I,NYSE,Unknown,Normal,Yes
DE,Deere & Company Common Stock,NYSE,Unknown,Normal,Yes
DEA,"Easterly Government Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DEC,Diversified Energy Company Common Stock,NYSE,Unknown,Normal,Yes
DECK,Deckers Outdoor Corporation Common Stock,NYSE,Unknown,Normal,Yes
DEI,"Douglas Emmett, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DELL,Dell Technologies Inc. Class C Common Stock,NYSE,Unknown,Normal,Yes
DEO,Diageo plc Common Stock,NYSE,Unknown,Normal,Yes
DFH,"Dream Finders Homes, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
DFIN,"Donnelley Financial Solutions, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DG,Dollar General Corporation Common Stock,NYSE,Unknown,Normal,Yes
DGX,Quest Diagnostics Incorporated Common Stock,NYSE,Unknown,Normal,Yes
DHI,"D.R. Horton, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DHR,Danaher Corporation Common Stock,NYSE,Unknown,Normal,Yes
DHT,"DHT Holdings, Inc.",NYSE,Unknown,Normal,Yes
DHX,"DHI Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DIN,"Dine Brands Global, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DINO,HF Sinclair Corporation Common Stock,NYSE,Unknown,Normal,Yes
DIS,Walt Disney Company (The) Common Stock,NYSE,Unknown,Normal,Yes
DK,"Delek US Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DKS,Dick's Sporting Goods Inc Common Stock,NYSE,Unknown,Normal,Yes
DLB,Dolby Laboratories Common Stock,NYSE,Unknown,Normal,Yes
DLR,"Digital Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DLX,Deluxe Corporation Common Stock,NYSE,Unknown,Normal,Yes
DMC,Del Monte Corporation Ordinary Shares,NYSE,Unknown,Normal,Yes
DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
DNOW,DNOW Inc. Common Stock,NYSE,Unknown,Normal,Yes
DOC,"Healthpeak Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DOCN,"DigitalOcean Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DOCS,"Doximity, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
DOLE,Dole plc Ordinary Shares,NYSE,Unknown,Normal,Yes
DOUG,Douglas Elliman Inc. Common Stock,NYSE,Unknown,Normal,Yes
DOV,Dover Corporation Common Stock,NYSE,Unknown,Normal,Yes
DOW,Dow Inc. Common Stock,NYSE,Unknown,Normal,Yes
DPC,DPC Holdings PLC Ordinary Shares,NYSE,Unknown,Normal,Yes
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",NYSE,Unknown,Normal,Yes
DRD,DRDGOLD Limited American Depositary Shares,NYSE,Unknown,Normal,Yes
DRI,"Darden Restaurants, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DSX,Diana Shipping inc. common stock,NYSE,Unknown,Normal,Yes
DT,"Dynatrace, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DTE,DTE Energy Company Common Stock,NYSE,Unknown,Normal,Yes
DTM,"DT Midstream, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DUK,Duke Energy Corporation (Holding Company) Common Stock,NYSE,Unknown,Normal,Yes
DV,"DoubleVerify Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DVA,DaVita Inc. Common Stock,NYSE,Unknown,Normal,Yes
DVN,Devon Energy Corporation Common Stock,NYSE,Unknown,Normal,Yes
DX,"Dynex Capital, Inc. Common Stock",NYSE,Unknown,Normal,Yes
DXC,DXC Technology Company Common Stock,NYSE,Unknown,Normal,Yes
DXYZ,Destiny Tech100 Inc. Common Stock,NYSE,Unknown,Normal,Yes
DY,"Dycom Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
E,ENI S.p.A. Common Stock,NYSE,Unknown,Normal,Yes
EAF,GrafTech International Ltd. Common Stock,NYSE,Unknown,Normal,Yes
EARN,Ellington Credit Company Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
EAT,"Brinker International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EBF,"Ennis, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EBS,Emergent BioSolutions Inc. Common Stock,NYSE,Unknown,Normal,Yes
EC,Ecopetrol S.A. American Depositary Shares,NYSE,Unknown,Normal,Yes
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
ECC,Eagle Point Credit Company Common Share of Beneficial Interest,NYSE,Unknown,Normal,Yes
ECG,"Everus Construction Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ECL,Ecolab Inc. Common Stock,NYSE,Unknown,Normal,Yes
ECO,Okeanis Eco Tankers Corp. Common Stock,NYSE,Unknown,Normal,Yes
ECVT,Ecovyst Inc. Common Stock,NYSE,Unknown,Normal,Yes
ED,"Consolidated Edison, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,NYSE,Unknown,Normal,Yes
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",NYSE,Unknown,Normal,Yes
EE,"Excelerate Energy, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
EEX,"Emerald Holding, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EFC,Ellington Financial Inc. Common Stock,NYSE,Unknown,Normal,Yes
EFOR,"Everforth, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
EFX,"Equifax, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EFXT,Enerflex Ltd Common Shares,NYSE,Unknown,Normal,Yes
EG,"Everest Group, Ltd. Common Stock",NYSE,Unknown,Normal,Yes
EGO,Eldorado Gold Corporation Ordinary Shares,NYSE,Unknown,Normal,Yes
EGP,"EastGroup Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EGY,"VAALCO Energy, Inc.  Common Stock",NYSE,Unknown,Normal,Yes
EHC,Encompass Health Corporation Common Stock,NYSE,Unknown,Normal,Yes
EIC,Eagle Point Income Company Inc. Common Stock,NYSE,Unknown,Normal,Yes
EIG,Employers Holdings Inc Common Stock,NYSE,Unknown,Normal,Yes
EIX,Edison International Common Stock,NYSE,Unknown,Normal,Yes
EL,"Estee Lauder Companies, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
ELAN,Elanco Animal Health Incorporated Common Stock,NYSE,Unknown,Normal,Yes
ELF,"e.l.f. Beauty, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),NYSE,Unknown,Normal,Yes
ELS,"Equity Lifestyle Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ELV,"Elevance Health, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EMA,Emera Incorporated Common Shares,NYSE,Unknown,Normal,Yes
EMBJ,Embraer S.A. Common Stock,NYSE,Unknown,Normal,Yes
EME,"EMCOR Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EMN,Eastman Chemical Company Common Stock,NYSE,Unknown,Normal,Yes
EMR,Emerson Electric Company Common Stock,NYSE,Unknown,Normal,Yes
ENB,Enbridge Inc Common Stock,NYSE,Unknown,Normal,Yes
ENHA,Enhanced Group Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),NYSE,Unknown,Normal,Yes
ENOV,Enovis Corporation Common Stock,NYSE,Unknown,Normal,Yes
ENR,"Energizer Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ENS,EnerSys Common Stock,NYSE,Unknown,Normal,Yes
ENVA,"Enova International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EOG,"EOG Resources, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EPAC,Enerpac Tool Group Corp. Common Stock,NYSE,Unknown,Normal,Yes
EPAM,"EPAM Systems, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EPC,Edgewell Personal Care Company Common Stock,NYSE,Unknown,Normal,Yes
EPD,Enterprise Products Partners L.P. Common Stock,NYSE,Unknown,Normal,Yes
EPR,EPR Properties Common Stock,NYSE,Unknown,Normal,Yes
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EQBK,"Equity Bancshares, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
EQH,"Equitable Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EQNR,Equinor ASA,NYSE,Unknown,Normal,Yes
EQR,Equity Residential Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
EQS,"Equus Total Return, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EQT,EQT Corporation Common Stock,NYSE,Unknown,Normal,Yes
ERO,Ero Copper Corp. Common Shares,NYSE,Unknown,Normal,Yes
EROC,"ERock, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",NYSE,Unknown,Normal,Yes
ES,Eversource Energy (D/B/A) Common Stock,NYSE,Unknown,Normal,Yes
ESAB,ESAB Corporation Common Stock,NYSE,Unknown,Normal,Yes
ESE,ESCO Technologies Inc. Common Stock,NYSE,Unknown,Normal,Yes
ESI,Element Solutions Inc. Common Stock,NYSE,Unknown,Normal,Yes
ESNT,Essent Group Ltd. Common Shares,NYSE,Unknown,Normal,Yes
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
ESS,"Essex Property Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ESTC,Elastic N.V. Ordinary Shares,NYSE,Unknown,Normal,Yes
ETD,Ethan Allen Interiors Inc. Common Stock,NYSE,Unknown,Normal,Yes
ETN,"Eaton Corporation, PLC Ordinary Shares",NYSE,Unknown,Normal,Yes
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,NYSE,Unknown,Normal,Yes
ETR,Entergy Corporation Common Stock,NYSE,Unknown,Normal,Yes
ETSY,"Etsy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
EVC,Entravision Communications Corporation Common Stock,NYSE,Unknown,Normal,Yes
EVEX,"Eve Holding, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EVF,Eaton Vance Senior Income Trust Common Stock,NYSE,Unknown,Normal,Yes
EVH,"Evolent Health, Inc Class A Common Stock",NYSE,Unknown,Normal,Yes
EVMN,"Evommune, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EVN,Eaton Vance Municipal Income Trust Common Stock,NYSE,Unknown,Normal,Yes
EVR,Evercore Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
EVTC,"Evertec, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EVTL,Vertical Aerospace Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
EW,Edwards Lifesciences Corporation Common Stock,NYSE,Unknown,Normal,Yes
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),NYSE,Unknown,Normal,Yes
EXP,Eagle Materials Inc Common Stock,NYSE,Unknown,Normal,Yes
EXPD,"Expeditors International of Washington, Inc. Common Stock",NYSE,Unknown,Normal,Yes
EXR,Extra Space Storage Inc Common Stock,NYSE,Unknown,Normal,Yes
F,Ford Motor Company Common Stock,NYSE,Unknown,Normal,Yes
FAF,First American Corporation (New) Common Stock,NYSE,Unknown,Normal,Yes
